tune,english
cocin,sunbird (bird)
slagik,sunbittern (bird)
zindeC,sungrebe (bird)
girzeq,swallow (bird)
fridif,swamphen (bird)
xriqek,swan (bird)
palzer,swift (bird)
serbef,swiftlet (bird)
despen,sylph (bird)
pirCiv,tailorbird (bird)
lamoc,takahē (bird)
lirtid,tanager (bird)
magzep,tapaculo (bird)
yugzol,tattler (bird)
dinerf,tchagra (bird)
kakorp,teal (bird)
dicarg,tern (bird)
paskuz,thornbill (bird)
fluzeg,thrasher (bird)
vurCop,throat (bird)
lemisk,thrush (bird)
lirkap,tinamou (bird)
sultal,tinkerbird (bird)
yivezd,tit (bird)
deCufk,titmouse (bird)
voftub,tody (bird)
hulpak,topaz (bird)
fijos,toucan (bird)
suzdut,toucanet (bird)
yaxert,towhee (bird)
dergud,tragopan (bird)
cojec,trainbearer (bird)
xrucub,treecreeper (bird)
cedjus,trembler (bird)
carkij,triller (bird)
virtod,trogon (bird)
bamzik,tropicbird (bird)
derCox,trumpeter (bird)
zurcoz,tui (bird)
glukoq,turaco (bird)
tedjub,turkey (bird)
viftol,twinspot (bird)
zircon,tyrannulet (bird)
talpof,tyrant (bird)
mufiC,umbrellabird (bird)
curkap,ustard (bird)
wezdis,vanga (bird)
dimdib,verdin (bird)
vlodoz,vireo (bird)
serCav,vulture (bird)
tespaq,wagtail (bird)
condef,wallcreeper (bird)
dusonz,warbler (bird)
yorgim,waterthrush (bird)
crofas,wattle-eye (bird)
tehot,wattlebird (bird)
laxav,waxbill (bird)
yixoft,waxwing (bird)
ruskaj,weaver (bird)
slicaj,weebill (bird)
najus,wheatear (bird)
xercor,whimbrel (bird)
simzub,whipbird (bird)
drexev,whistler (bird)
samdot,white-eye (bird)
haspeb,whiteface (bird)
torcib,whydah (bird)
Casomz,widow (bird)
xrijur,widowbird (bird)
Cesirc,wigeon (bird)
sistuC,winter (bird)
hedjod,woodcock (bird)
cofkaf,woodcreeper (bird)
modul,woodnymph (bird)
liwolz,woodpecker (bird)
kemzir,woodswallow (bird)
deqked,wren (bird)
gospaj,wrenthrush (bird)
neqkak,wrentit (bird)
geqerp,wrybill (bird)
lijulz,wryneck (bird)
xufkez,xenops (bird)
weskam,yellowhammer (bird)
lamurd,yellowlegs (bird)
xawugz,yellownape (bird)
lolzef,yellowthroat (bird)
costeC,yuhina (bird)
zenzoj,shell (mollusk)
zazdal,cockle (mollusk)
nucend,clam (mollusk)
kegosk,geoduck (mollusk)
difkad,mussel (mollusk)
sewugj,oyster (mollusk)
rofkis,piddock (mollusk)
maqkaj,quahog (mollusk)
comduz,scallop (mollusk)
vurzev,shipworm (mollusk)
modjof,cuttlefish (mollusk)
gordub,nautili (mollusk)
cahud,octopus (mollusk)
Cerpug,squid (mollusk)
trekor,opisthobranch (mollusk)
burkiq,bubble shell (mollusk)
xleCac,nudibranch (mollusk)
pimzos,pteropod (mollusk)
zuzegj,sea hare (mollusk)
sired,prosobranch (mollusk)
vafkov,abalone (mollusk)
kurduv,conch (mollusk)
cimdej,cowry (mollusk)
wurest,snail (mollusk)
giskez,limpet (mollusk)
sirdub,murex (mollusk)
hohask,periwinkle (mollusk)
rufkox,turritellid (mollusk)
tamzuk,volute (mollusk)
molom,wentletrap (mollusk)
xiskut,whelk (mollusk)
tetxut,pulmonate (mollusk)
yutxov,chiton (mollusk)
yaspuv,bivalve (mollusk)
ditxuv,cephalopod (mollusk)
surpip,gastropod (mollusk)
zisket,slug (mollusk)
curdur,salamander (amphibian)
lonzaq,frog (amphibian)
percex,newt (amphibian)
Ciyul,axolotl (amphibian)
custoz,hellbender (amphibian)
wakic,caecilian (amphibian)
warzej,mudpuppy (amphibian)
roCadj,turtle (reptile)
yaltax,tortoise (reptile)
morkok,agama (reptile)
pirguq,iguana (reptile)
bergid,lizard (reptile)
luqkal,iguanid (reptile)
purbob,anole (reptile)
cispef,gecko (reptile)
xlacoj,whiptail (reptile)
haskid,tegu (reptile)
tirtan,lacertid (reptile)
fohurp,skink (reptile)
monudj,gila monster (reptile)
vefkim,snake (reptile)
kerCev,boa (reptile)
woltiq,anaconda (reptile)
volpuz,cobra (reptile)
darkol,python (reptile)
galpav,viper (reptile)
taspar,crocodile (reptile)
cuCoj,alligator (reptile)
zultux,gharial (reptile)
horpuf,aardvark (mammal)
sorbun,agouti (mammal)
vertep,alpaca (mammal)
fejomz,anteater (mammal)
xerges,antelope (mammal)
herpoC,armadillo (mammal)
Cocarg,baboon (mammal)
redjuv,badger (mammal)
borkex,bandicoot (mammal)
CaCegj,bat (mammal)
xlipap,bear (mammal)
conerc,beaver (mammal)
terbak,bilby (mammal)
vastan,binturong (mammal)
forbit,bison (mammal)
vlevej,bobcat (mammal)
klubax,bongo (mammal)
miqkej,bonobo (mammal)
lircux,buffalo (mammal)
Codjes,bull (mammal)
salpos,bushbaby (mammal)
dofkom,camel (mammal)
kifkiv,capybara (mammal)
cuftim,caracal (mammal)
wustes,caribou (mammal)
wastus,cat (mammal)
teftop,cheetah (mammal)
pimzix,chimpanzee (mammal)
tarziC,chinchilla (mammal)
zarzog,chipmunk (mammal)
runziC,civet (mammal)
Cigzed,coati (mammal)
yazdig,colugo (mammal)
lezdum,cougar (mammal)
soskug,cow (mammal)
djuCen,coyote (mammal)
xozdep,coypu (mammal)
yezedj,dalmatian (mammal)
hircan,deer (mammal)
grezen,dhole (mammal)
pordor,dingo (mammal)
hoColz,dog (mammal)
huskov,dolphin (mammal)
nubas,donkey (mammal)
modjob,dromedary (mammal)
poltar,dugong (mammal)
hosurb,echidna (mammal)
dragux,eland (mammal)
cosob,elephant (mammal)
zerdeg,elk (mammal)
womzoz,ermine (mammal)
klefak,ferret (mammal)
mugzem,fossa (mammal)
donzur,fox (mammal)
xuyozd,gazelle (mammal)
roskos,gerbil (mammal)
siwirv,gibbon (mammal)
tuzdot,giraffe (mammal)
rosegz,gnu (mammal)
bufkuj,goat (mammal)
wespoj,gopher (mammal)
Cemur,gorilla (mammal)
bertom,groundhog (mammal)
birtof,guanaco (mammal)
vercam,hamster (mammal)
xoyazd,hare (mammal)
cijigj,hedgehog (mammal)
pufet,hippo (mammal)
Cuspus,horse (mammal)
murtak,hyena (mammal)
ximzij,hyrax (mammal)
mirkej,ibex (mammal)
himamd,impala (mammal)
wanded,jackal (mammal)
rejab,jaguar (mammal)
fuskim,javelina (mammal)
vawond,kangaroo (mammal)
vonzig,karakul (mammal)
lundaz,kinkajou (mammal)
yagzac,koala (mammal)
weftug,kudu (mammal)
vugib,lemming (mammal)
momzif,lemur (mammal)
Cuzdid,leopard (mammal)
rufetx,lion (mammal)
halzij,llama (mammal)
kurzuk,longhorn (mammal)
nezuz,loris (mammal)
maqkub,lynx (mammal)
yerbes,macaque (mammal)
fedos,manatee (mammal)
slaqix,mandrill (mammal)
subin,marmoset (mammal)
xendaC,marmot (mammal)
muhod,meerkat (mammal)
dodjen,mole (mammal)
sustep,monkey (mammal)
terzux,moose (mammal)
kaspoq,mouse (mammal)
Cunduf,muskrat (mammal)
halalz,narwhal (mammal)
soxarz,numbat (mammal)
blicar,nutria (mammal)
baCigz,ocelot (mammal)
vagalt,okapi (mammal)
sluzeq,onager (mammal)
rocefk,opossum (mammal)
lukak,orangutan (mammal)
yarCed,orca (mammal)
wuftap,oryx (mammal)
kurpif,otter (mammal)
zamzat,ox (mammal)
corbif,panda (mammal)
karguz,pangolin (mammal)
dorgen,panther (mammal)
hastod,peccary (mammal)
yefker,pig (mammal)
sozdiz,pika (mammal)
cartuv,porcupine (mammal)
perCez,porpoise (mammal)
prejon,puma (mammal)
berpub,quokka (mammal)
Cerzud,quoll (mammal)
laCumd,rabbit (mammal)
xlafal,raccoon (mammal)
gogist,ram (mammal)
pitxos,rat (mammal)
vreqaC,reindeer (mammal)
kircuC,rhinoceros (mammal)
carcef,seal (mammal)
sriCuj,sheep (mammal)
xogur,siamang (mammal)
prunum,skunk (mammal)
xinzuq,sloth (mammal)
vastaq,squirrel (mammal)
nemduz,tamandua (mammal)
frinuC,tamarin (mammal)
cafar,tiger (mammal)
tinzig,vicuna (mammal)
cedjuz,wallaby (mammal)
slades,walrus (mammal)
lebund,warthog (mammal)
mubasp,weasel (mammal)
fusef,whale (mammal)
vordeg,wildebeest (mammal)
corteg,wolf (mammal)
cundiC,wombat (mammal)
yifkag,woodchuck (mammal)
fiwurk,yak (mammal)
fidjup,zebra (mammal)
rodemz,shrimp (crustacean)
taspig,amphipod (crustacean)
norzit,gammarid (crustacean)
taskoj,decapod (crustacean)
zatxul,crab (crustacean)
vurzid,crayfish (crustacean)
bufkib,lobster (crustacean)
hutut,scampi (crustacean)
ciford,krill (crustacean)
gespot,isopod (crustacean)
glivaz,sow bug (crustacean)
wardin,gribble (crustacean)
nusest,tanaid (crustacean)
hurgex,copepod (crustacean)
neskoC,barnacle (crustacean)
curdan,worm (animal)
zaspeg,larvae (animal)
buzdej,kitten (animal)
voftos,hawk (animal)
meskof,seagull (animal)
ruduft,ostrich (animal)
yerzab,hippopotamus (animal)
dotxuv,starfish (animal)
seskit,jellyfish (animal)
yiftad,starfish (animal)
mibod,boar (animal)
pigzur,cassowary (animal)
gondun,cattle (animal)
nunzaz,chamois (animal)
kovalz,crane (animal)
xurded,dinosaur (animal)
dorzod,fisher (animal)
hordak,gaur (animal)
caqkiv,genet (animal)
zurtan,goldfinch (animal)
xufkoq,goosander (animal)
fultis,hawk (animal)
xekurv,human (animal)
kalzul,jerboa (animal)
gogarf,kodkod (animal)
xlubos,kouprey (animal)
vulzec,langur (animal)
lahirg,lechwe (animal)
toltiv,louse (animal)
dofkar,mammoth (animal)
feyarf,margay (animal)
timzod,mink (animal)
hudjav,mongoose (animal)
mirkiq,mosquito (animal)
gremuz,nilgai (animal)
wenzis,oncilla (animal)
sabezd,ostrich (animal)
grukur,peafowl (animal)
licob,pony (animal)
siqkoz,ramalso (animal)
goskit,saki (animal)
lolzav,sassaby (animal)
zayirf,serval (animal)
merkon,shrew (animal)
vemdid,skipper (animal)
niftuv,tapir (animal)
vurpim,tarsier (animal)
wergon,topi (animal)
gurbos,vinegaroon (animal)
yircub,wolverine (animal)
diqkan,lamb (animal)
