tune,english
yoniz,jealousy
tanap,jeering
hurom,jeopardy
manis,jerk
xohik,jest
mayik,jiggle
vizef,jingle
hogeg,jitter
sexuv,job
fiyon,join
hasob,joint
sarub,joke
hesaf,jollily
gehuz,jolly
xisak,jolt
nuvuk,jostle
vaxed,joy
nalas,joyful
guzus,joyless
buyuk,judge
fisan,juggle
dasif,juice
vihug,juicy
dazig,jumble
sefaf,jump
yoguf,jumpy
yakod,junior
mirad,just (justice)
xubek,justice
sokuk,justify
mihif,justly
zigad,jut
zenev,juvenile
butep,keen
vunev,keenly
yeyok,keep
dudim,kempt
zoved,key
gonig,kick
negez,kid
kobiv,kill
favav,kilogram
lazuz,kind
mogov,kind-hearted
kimiz,kindheartedly
kodog,kinematical
zihuz,king
kivas,kingdom
dulis,kingly
zaliz,kiss
tutul,knead
davak,knee
mawek,kneel
lovev,knit
vubug,knock
dipit,knot
deyex,knotty
weyib,know
xusex,knowing
bulam,known
subol,label
vebak,label (action apply label)
vozes,labor
voyod,lace
gages,lack
numur,lacking
mafos,lacy
bored,lag
kebux,lame
nigov,lamely
limos,lameness
warub,lament
nodar,land
nabus,lane
foput,language
perup,languish
banur,lap
yuram,laptop
duyux,large
befur,latch
yeguf,late
vuruk,lately
doles,lateral
godug,lather
rebim,latitude
zugar,laugh
gagor,laughable
suzug,laughably
sabus,launch
fosub,law
likex,lawful
zegen,lawyer
vebov,lay
xenez,lazy
guwab,lead
hexox,leader
hibed,league
fiyos,lean
petif,leanly
limum,leap
yukab,learn
noled,learned
hodos,least
navik,leather
yefag,leave
vakob,lecture
kogen,leek
hayev,leeward
mayur,left
bixix,leg
nifun,legitimate
zixad,lemon
nihin,monk
xomog,lend
kivar,length
falod,lengthily
yeven,lengthy
dinaf,lenient
guwal,lens
kihiz,let
hudan,lethal
yebig,letter
labed,level
xavim,liable
sobam,liar
kisuv,liberation
savik,license
lidob,lick
bimon,lie
xuyad,lie (object)
loduf,life
vexob,lift
dofod,lifted
popof,light
mosaf,lighten
buyox,lightning
firas,like
gikof,limber
xefeg,limit
saxiz,limitation
xegin,limitedly
guzud,limitless
zahaz,limp
doref,line
vaxif,linear
zayod,linger
rines,link
fosim,lip
yozeb,liquid
tates,liquidate
levov,list
rabem,listen
bikuk,literary
lagez,literate
zayal,little
goxem,live
zisoz,lived
guvub,lively
kegub,liver
soyox,living
zanug,load
gazeb,loath
xadov,lob
siput,local
guzur,locality
disod,locate
beyof,location
wefog,logarithm
zanok,logic
kufev,loiter
nawev,lone
sogig,lonely
yagom,long
kukuf,longing
duzuv,longingly
linom,longitudinally
vavod,look
dosan,loose
bihub,loosen
valez,lord
nakok,lore
bakex,lose
yemix,loss
runum,lost
luhim,lots
dupit,loud
meyid,loudly
moyek,lounge
bolem,lousy
wabux,love (sacrificing for others)
nemaf,low
himor,lowly
rosom,loyal
dimof,lubricate
sisum,luck
beziv,luckily
difeb,lucky
yavan,lull
fovuk,lumber
vuvum,lump
hifaf,lumpish
nenun,lumpishly
rumom,lumpy
hahib,lunatic
lodib,lunge
hutit,lurch
labim,lure
boxev,lurk
vofiz,lust
kaxol,machine
dekik,mad
rodeb,magic
xefiz,magical
sesan,magnet
fusur,magnetization
fuxav,magnificent
mafab,magnitude
figez,mail
suvox,maintain
dovag,maintainance
mikak,major
muhos,make holy
bidun,malicious
vulug,manage
reyix,manager
fafal,manifest
digov,manifold
rolim,manipulate
fawav,manner
mefeb,manual
munad,manually
buvok,manufacture
xosux,many
lohud,map
fupap,map (action)
rihas,march
tutes,marginal
xehuk,marital
gesux,mark
vohox,marked
xizad,market
lerab,marriage
xokum,marrow
fakox,marry
noben,marsh
nozuk,martyr
xohev,marvel
wakem,marvelous
xexar,marvelously
yofax,masculine
wadiz,mash
xugif,mask
hubaf,mass
finem,massive
mufim,match
titam,mate
nedol,material
donad,materialistic
huyuk,materiality
xoheg,matrix
nayek,matter
guyun,mature
zunoz,maturely
bixig,maximum
mebar,mean
retit,meander
hamal,meaning
nomul,meaningful
wadev,meaningfully
mowev,meantime
xegem,measure
nulas,meat
garik,meaty
xuxod,meddle
guzun,median (statistics)
malif,mediate
fivez,meditate
loyuv,meditatively
fobem,medium
vuwed,meek
masur,meekly
webev,meet
boman,mellow
xuhax,melodious
sowez,melody
pewep,melt
heren,melted
halod,member
wegus,membrane
redad,memorable
govof,memorize
buras,memory
xevof,menace
kibiz,menacing
gamug,mend
hufon,menorah
nafof,mental
maxax,mention
mahab,mentor
lokav,mentor (person)
runim,meow
lixiv,merciful
momom,mercifully
kalov,merciless
mufib,mercilessly
zeyiv,mercy
rufis,merely
befef,merit
yirub,merrily
diyag,merry
numof,message
famab,messenger
liben,messy
vamax,metabolize
kukab,metal
voleg,metallic
nedud,metallurgy
ruleb,method
befem,metric
henab,mid
zezef,middle
zixin,midnight
zaveb,midway
sayiv,mighty
soluf,migrate
xemuz,mild
pipib,mile
sizug,milk
pateb,milkily
mupup,milky
lohom,mill
zunez,mimic
virak,mince
nohaf,mind
loxov,mindless
saxuz,mine
waraf,mingle
refub,minimality
sobab,minister
moyoz,minor
goxin,mint
zodox,minute
hadan,miracle
surum,mirror
fapup,mischief
pedet,miserable
mevex,misery
kuwas,misinform
rafom,missile
xezor,mist
yagar,mist (action)
manob,mistake
rised,mistaken
royun,mistakenly
sinon,mistily
kigob,mistook
zokom,misty
budob,mite
lodor,mix
zezin,mixed
guhiv,moan
munem,moanfully
kibog,mob
bufab,mobile
dokog,mock
dabas,mockingly
gohev,mode (statistics)
yiwez,model
farom,model (action)
rubol,moderate
zofux,moderately
safob,modern
dihus,modernly
fuyak,modest
pepem,modestly
harol,modesty
kiveb,modify
furis,modulo
zumov,moisten
nimin,mold
dahof,molecule
howeg,molest
kivef,molt
mimul,momentously
boxuz,momentum
nason,monitor
gayof,monotonous
mifon,monstrous
yisoz,month
yisav,monthly
xemev,moo
zumik,moody
xikef,moon
ninal,mope
dakug,morbid
xerig,moreover
nekev,morning
riyez,morph
razoz,mortal
vuhav,mortify
luvek,mosey
wazol,most
funol,motion
xiyef,motionless
fumod,motionlessly
meson,motive
xadox,motor
dulof,mound
wesav,mount
tolup,mountain
nafis,mourn
hekuv,mouth
nefab,movably
nusuf,move
simof,movement
xasov,movie
lizev,mow
derem,much
binol,muddle
keyem,muffle
siros,muffled
xonoz,muggy
lahif,mull
falaf,multiple
sihun,mumble
yoxam,murky
yorin,murmur
datet,muse
yavas,mush
murud,mushily
yudig,music
ruhin,mutant
dinod,mutate
nixog,mute
xugos,mutilate
kiked,mysterious
vamig,mysteriously
dinul,mystery
nivak,mystify
sobim,nag
rozuz,nail
gekes,naive
bofol,naked
funef,nap
royur,narrate
vorix,nasty
sevix,native
xaseg,natural
vixum,naturalistic
tuhop,nature
yikuf,naughty
hebud,nauseate
layiz,nauseous
yavar,navel
xaxes,navigate
malal,near
wahux,neat
somor,neaten
gaxum,neatly
fabor,necessarily
sifur,necessary
muyeg,necessitate
hurun,need
dukav,needy
dirul,negation
gugon,negative
xikol,neglect
zefek,negotiate
vewev,neigh
hezoz,neighbor
padop,nerve
nemum,nervous
gezor,nest
fenon,nestle
yifex,net
xuyol,net (object)
meduf,network
wefuz,news
hisus,nibble
xosug,nice
masol,night
kowed,nightly
zuniv,nimble
hekig,nip
bipet,noble
vedix,nobly
nifis,nocturnal
gabig,nod
wavab,noise
mixux,noisy
yeruz,nominate
hinas,noncreative
saleb,nonetheless
ridon,normal
guvul,normalize
xekod,notch
hunud,note (musical)
hiyex,notice
refaf,notice (action)
zagan,nourish
fuyex,nourishment
vuneg,nowadays
bebem,nude
rufun,nudge
xukin,numb
xukud,number
kirag,numerous
yemux,nurse
fugux,nutritious
mezek,nuzzle
yuwas,obedience
zovam,obedient
vivim,obese
yuxur,obey
xaxuf,object
nadim,object of senses
zahov,objectionable
mabed,objectionableness
kudav,obligation
mobur,oblige
zosuk,oblique
sesol,obnoxiousness
kehav,obscure
zukod,observables
rexix,observably
favax,observance
rafad,observant
hefud,observationally
bugez,observe
vebog,obsess
yolok,obtain
zikab,obtainable
gihig,obtuse (angle)
kehez,obvious
ziyal,occasionally
zihox,occupation
nolif,occupied
ruwaf,occupied with
defum,occupy
mayuk,occur
webaz,ocean
nided,odd
kiken,oddly
bidol,odor
xuvod,odorless
buhuf,off
hadob,off-key
bibod,offbeat
pitom,offend
huwez,offensive
nezox,offensively
nikix,offer
zobix,offering
rofos,offhand
kobav,office
homur,officially
lanur,officiate
fusem,ogle
koxuf,okay
lubab,old
govad,omissible
musas,omission
valek,omit
dafom,only
wemex,ooze
degax,opaquely
sanen,open
yiwav,open (action)
loheb,open space
xifig,openable
kazor,opened
kizon,opener
donun,opening
kikuf,openings
mokav,openly
vufez,operate
seyub,operation
meviz,opine
putid,opinion
behob,opinionatedness
rexek,oppose
kenik,opposed
zekur,opposition
keduk,oppress
wehaz,opt
xubez,optic
keved,optical
retut,optically
suguz,optics
fihon,optimal
yulik,optional
lulod,optionality
hubif,orange
kekas,orate
yokeb,orbit
rabus,ordain
lifib,orderly
wazad,ordinary
rinam,organization
baxok,organize
kazab,orient
kabov,oriented
rakig,origin
hamam,original
xages,originally
huxoz,ornament
dozov,orphan
dalun,oscillate
ratet,oscillation
bogeg,oscillatory
labuf,ostrich
regek,otherwise
bafim,ought
hales,ounce
gehog,out
ronan,outdo
hedon,outline
fadas,outstanding
likuz,over
nedas,overview
fofun,overwhelming situation
nenus,owe
giyoz,own
mesul,ownership
rinen,pace
zuzif,pack
sonom,packet
nuyig,pact
vukef,pad
zisez,paddle
xayun,paddle (action)
rolib,page
bimal,pain
dageg,painful
gefak,painfully
dasab,paint
doseb,paint (action)
hidun,painter
dafad,pair
hemeb,palatalise
rugog,palate
fuwav,pale
gebov,palm
kazim,pamper
xoluk,pan
vinuk,panic
sedur,panicky
lusur,parabola
linad,parade
femus,paradise
vesix,paradox
lalif,parallax
gahux,parallel
husin,parallelly
xafix,paraphrase
zinax,parasitism
vuyom,pardon
ludud,park
bazik,parse
nomab,partake
bafod,partial
mapot,partially
tusup,participate
zediz,particle
nudim,particular
bobis,partier
fabon,partition
hukex,partner
nohor,partner (join forces)
gavam,party
yexon,pass
manus,passably
gayad,passage
voniv,passenger
zomiv,passion
radul,past
lumod,paste
dihom,pat
resob,patch
zurag,path
fegik,pathetic
mimab,pathetically
dukux,patient
lugax,patiently
mumub,patrol
liyum,patronize
hixok,pattern
hemef,paunch
feziv,pause
monim,paw
gukas,pay
xehox,peace
nenob,peaceful
xiyok,peacefully
zeyok,peak
fihuf,peck
xoniv,peculiarity
hisol,pedal
fedim,peek
lekuv,peel
mehus,peep
mayiz,peer
dinum,peevish
bofeb,penalize
kunix,penalty
meres,penetrable
sayez,penetrate
kovim,penetrating
yabog,perceive
yusez,percent
petim,perception
wesez,perceptional
yonev,perch
vahux,perfect
nameb,perform
kidug,perhaps
gozed,period
zedik,periodic
vimuv,peripheral
figoz,peripheral (object)
tesat,perk
vureg,permanent
zamog,permeate (go through everything)
hohem,permissible
dezex,permission
xofuk,permit
dutap,permutation
vexas,perpendicular
fulod,perseverance
lirom,persist
sisod,person
xubig,perspire
bupet,persuade
fanud,pertain
ravuz,perturbation
funom,peruse
yezur,pester
rahef,pet
hufor,phantom
yukam,phase
nosin,phenomenal
fugix,phenomenon
muyiz,philosophy
xovan,phone
husid,photo
misef,physical
himed,physical body
banem,physique
vefik,pi
vezor,pick
tohip,picture
yazif,piece
yanek,pierce
nerus,piggyback
hexik,pile
kerov,pillar (key thing)
nadif,pilot
koxul,pin
zayes,pinch
vuyad,pink
bafes,pioneer
gevar,pipe
hodub,pit (big empty hole)
vomak,pitch
xewak,pity
mofin,pivot
yazim,pixellate
budad,place
sedol,plain (without frill)
kubox,plan
yasug,plan (action)
sokik,plane
fisus,plant
yedox,plasma
luxag,plastic
sekev,plasticity
visiz,platform
xuxum,platonic
bubub,plausible
dihan,play (action)
neful,play (object)
muyuz,player
vuzol,plead
behun,pleasant
tolap,pleasantly
beses,pleasantness
kovos,pleasantries
fenal,pleasantry
daruf,please
dobub,pledge
mosam,plenty
vukol,plop
barob,plot
kenog,plow
munid,pluck
zewax,pluck (pick off)
videg,plug
fatat,plump
yaxid,plunder
zuvan,plunge
wahiv,pluralistic
yakib,plush
favez,pocket
nesol,point
pepol,poise
webuk,poison
vewaz,poke
fasar,polarisation
monub,polish
vidaz,polite
fuvux,political
xazud,pollinate
gexar,pollute
koxes,ponder
siziv,ponderous
pemut,pontificate
zozin,pool
yagud,poor
mepep,poorly
bogex,pop
sohim,popular
vaxib,populate
lixux,porn
lekug,port
nulom,portable
fukak,pose
rigog,positive
soref,positively
budin,possess
sizek,possession
gohaz,possible
vubax,post
fofob,postulate
vonug,posture
liseb,potent
tetof,potential
mesos,pouch
vihok,pounce
vakol,pound
runuf,pour
kuwan,pout
xozen,poverty
moguk,powder
yozid,power
habif,practical
sugiz,practically
xedoz,practice
vukob,pragmatic
yibox,pragmatist
ronis,praise
rifof,praise (action)
yaxob,pray
busas,preach
fimed,precede
gazom,precious
zumex,precise
yiwek,precisely
mikik,precursor
duxox,predicate
gixal,predict
xovof,prefer
fefob,pregnant
rumun,prejudice
rovig,prepare
fugav,prescribe
dibin,present
mimes,preserve
gazar,president
huvux,press
zakor,pressing
niyud,pressure
bisas,presume
lexeg,pretend
tapun,prettify
yazaf,pretty
ruwed,prevail
lafub,prevent
dirod,preventive
lebef,previous
bayov,prey
zubov,price
xigub,prick
kehoz,prickly
menod,pride
hihul,primal
muxig,primary
lukak,prime
regix,primitive
redeb,principle
rusim,print
nifud,prior
xuvor,private
narab,privately
lexaz,prize
bebid,probability
yexos,probable
rekuk,probe
fevak,problematically
fipip,procedure (something applied to something else)
xedux,proceed
kavas,proceedings
bumon,process
zedaz,proclaim
suzok,procrastinate
henod,procreate
baxix,procure
zudez,prod
manar,prodigy
vudeg,produce
nizug,productivity
fisof,profane
rasim,profess
genok,professionally
zuvas,program
vadak,progress
hiyib,prohibit
boyok,prohibition
weyub,project
rayez,projectile
yoyar,promise
kixem,promote
buluf,promotion
fibes,prompt
homus,promptly
gayeb,pronounce
nisal,propagate
ribef,propel
rewez,proper
rihin,properly
razek,property (personal property)
gosek,prophesy
nulol,prophet
sizav,proportionable
vuvor,proportional
boyug,proportionality
hexev,propose
mosuf,proposition
lorib,prosecute
sozuk,proselytize
zofez,prosperity
holis,protect
kufex,protecting
lapip,protectingly
kazes,protest
bokav,protract
gadox,proud
lupup,prove
zehav,provide
webeg,provoke
lihor,prowl
givab,prudent
lomur,prune
dixuz,pry
misan,pseudo
fanis,public
duden,publicize
zubiz,publish
yekeb,puff
sefen,pull
vizus,pulse
xuwen,pulverize
zuzaf,pummel
bubos,pump
zoyad,pump (action)
dayig,punch
benon,punctuation
nures,puncture
bekax,pungent
feyud,punish
zoxif,punishment
modor,puny
pomut,purchase
zuluk,purchase (object)
mebeb,pure
kokas,purr
nigog,purr (action)
remos,purse
matut,pursue
bolad,push
genuv,put
subud,putter
luneb,pyramid
vebev,quack
kivur,quake
nedom,qualia
sahef,qualification
disum,qualify
denob,quality
duhef,quantifications
kizab,quantitative
hikak,quantization
pehut,quantum
ranum,quark
lobol,quarrel
himim,quarter
sifem,queasy
giyef,query
hukak,question
yuked,questionable
rufan,questionableness
desob,queue
puped,quibble
balod,quick
dihas,quickest
volak,quiet
kowen,quietly
vakus,quirky
rutap,quit
bafuf,quiver
bizox,quiz
bapet,quota
hufab,quote
guhek,quotient
lepat,race
vireg,race (ethnicity)
kuyub,racial
wanuk,radar
duhid,radian
bekek,radiate
vezuf,radiation
bumim,radiative
ginuz,radio
boyax,rage
lifif,ragged
zuxis,rain
febof,raise
foros,rake
lidud,ramble
yexes,rancid
tobet,random
gogun,randomly
lihal,range
vuxub,rank
liyeg,rant
seviv,rap
zekin,rapid
wexeb,rare
siyof,rash (bad decisions)
ligek,rasp
pitob,raspy
gufek,rate
romon,ratify
romif,ratiocinate
xenoz,rational
bunid,rationalize
dirim,rattle
nafas,ratty
zogen,ravage
higek,rave
homad,raven
kezof,raw
fuhum,ray
niduf,reach
yuzab,react
dadod,reactant
havug,reaction
kawas,ready
gahix,real
mobem,realistically
borib,reality
pitar,realize
resin,rear
putud,reason
xazus,reasonably
halim,reassert
difob,reasserted
duhom,reassessment
fozoz,reassured
somaf,rebel
heyar,rebellion
vixab,rebelliously
zosev,rebels
ruvik,rebirth
luyaz,recalcitrant
vugaf,recall
yakuf,receive
runod,recent
zuhuk,recently
xiged,reciprocal
metup,reciprocate
ninif,reciprocity
hadom,recite
nahan,reckless
kixan,reckon
darum,reckoning
gifag,recline
xorig,recognise
lunan,recognition
sufad,recollection
zaxol,recommend
goyub,reconcile
bikev,record
lagax,recover
vayas,recruit
gihix,recuperate
finus,recur
nalem,recurrently
bavax,red
hoyez,redeem
semif,reduce
dabem,reductionistic
danab,refer
lomas,reference
guhix,referral
modul,refine
vamek,reflect
leyof,reflection
werid,refraction
suban,refresh
gehiz,refreshingly
fonif,refuge
xogef,refuse
firud,regard
fixok,region
nipop,register
xabuv,regress
nafin,regret
miyod,regular
yimiz,regularize
beyag,regularly
noyeg,regulate
palap,reign
fakex,reimburse (pay back)
zuvar,reinforce
risen,reject
gedag,rejuvenate
vemov,relate
bolis,relating
wayap,relationship
yinuv,relative
zazal,relatives
rekog,relativistic
dotit,relax
funus,relaxation
hafed,relaxed
defaf,relay
pipul,release
xuhav,release (object)
hoxaz,relevant
kokun,relevantly
feyun,reliable
fiseb,relief
kefoz,relieve
moweg,religion
fibif,relish
gugaf,rely
zizal,remain
tepum,remember
xahav,remembrance
wakun,remind
zirig,reminisce
kunag,reminiscent
nedad,remote
sahom,removal
yumuk,remove
nefod,removed
gaxes,renaissance
nivik,render
lonam,rendering (result)
sanos,rendition
sokiz,renew
fovaz,renovate
xedez,reopen
nekeg,repair
veheg,repeat
hesul,repeated
topor,repel
gufoz,repellently
pasop,repelling
yumaz,repellingly
zikuf,repentance
nehim,replace
vuyob,replicate
lunef,reply
hitat,report
bofin,reporter
suzux,represent
zarek,representation
mahib,reprimand
noseb,reproduce
lasob,reptile
sisaf,repudiate
dohal,repulsive
zixob,request
bufum,require
gebog,requisite
nunen,rescind
surif,rescue
buyur,research
sidim,research (object)
dimeb,resent
sovax,reside
moyig,resident
fenam,residual
zaxas,residue
goxef,resignedly
xunox,resin
govur,resist
fahim,resistor
webiz,resolve
homas,resonate
nifad,resource
lesaf,respect
robub,respect (object)
vekon,respectableness
hehas,respectful
yomoz,respective
borul,respond
xehiz,responsible
yeval,responsive
molid,rest
mifod,restfully
mubul,restore
kereg,restored
balab,restrain
maxoz,restrainedly
suxox,restrict
horod,restrictedly
kibuz,result
gexem,resultant
veveb,resume
mihab,resurrect
zozis,resurrectionist
noneb,retain
lefin,retaliate
diwas,retire
mosib,retreat
bevox,retribution
miref,retrieve
sumun,return
vibax,reveal
duxak,revel
dedun,revelation
luhaf,revenge
todat,revere
kawan,reverent
limif,reverential
zoxes,reverentially
vakef,reverse
hoyux,reversibility
zasek,reversible
hubon,revert
yogum,review
sugaz,revise
zerog,revoke
suruf,revolting
vegis,revolution
vekor,revolutionarily
geroz,revolutionary
larom,revulsion
fonos,reward
kezas,reward (action)
goxan,rhyme
gegem,rhythm
molof,rib
viyem,ribbon
bomol,rice
megev,rich
rumur,ricochet
lubos,rid
geyaf,riddle
zegib,ride
dehib,ridicule
xavul,ridiculous
vaguf,ridiculously
xugab,ridiculousness
bihes,right
leyav,right (side)
gasog,right (wrong)
folin,righteousness
hirud,rightful
yudiv,rightfully
gavos,rigid
yumak,rigidity
bodod,rigor
yikab,rigorous
dufof,ring
fewas,rinse
renin,riot
mixig,rip
vuhax,ripe
lidef,ripely
wekal,rippingly
niwad,ripple
nizek,rise
hodib,risk
guyis,rivaling
wemox,roam
nabud,roar
dexix,roast
duzig,roast (object)
xosez,rob
kirax,rock
rozev,roll
suhef,romp
yugan,roof
pumet,room
buxez,roost
vekib,root
bodim,rope
hazex,rot
bihim,rotate
fagav,rotational
sibof,rotten
gesez,rough
sokeg,round
ladem,roundabout
fuzik,rounded
kusux,roundly
gizob,rouse
walek,row
bores,royal
hemin,rub
madas,rubber
gokib,rude
fiwal,ruffle
renem,rugged
sukiv,ruggedly
fuhul,ruin
zohux,ruins
mamuf,rule
xixib,rule (object)
fivok,ruler
seyon,rumble
hudom,ruminate
yonog,ruminate (think about over and over again)
mubon,rummage
zubog,rumor
nasam,run
wasex,rupture
doxiv,rural
hanus,rush
xizof,rustle
zinok,rustling
xexom,rustlingly
fimod,rusty
kisux,sack
budid,sacred
bamib,sacrifice
zinav,sad
foded,saddle
ximux,sadness
rinim,safe
zazaf,safety
dedar,sage
dozex,sagely
nebub,sail
nurul,salivate
vigod,salute
xifag,salvage
sumar,same
sonis,sample
fikog,sanitary
remuf,sanitation
dumeb,sanitize
sogag,santa
madof,sarcastic
yesev,sarcastically
loyok,sass
gegin,sassy
wagib,satirize
mafib,satisfied
solul,satisfy
vuxib,satisfying
biyaz,saturate
yinek,saturday
keyig,savage
rutot,savage (feature)
desan,savagely
sogug,savor
mosub,savory
setit,saw
vanex,say
nukag,scalar
xadeg,scale
kumaz,scaly
lezez,scamper
dovax,scan
namar,scant
fahub,scantly
sehal,scapegoat
kidez,scarce
rulid,scare
hixig,scared
fafab,scarily
damef,scary
hurol,scatter
suhun,scenario
totun,scene
viniz,schedule
gozaf,schematic
nisos,scheming
lidas,scholar
xuyem,school
huyov,school (action)
nimad,science
xugub,sciences
bagax,scientific
lovox,scientist
mifab,scientists
xubok,scold
bizuz,scoop
zizab,scoot
fekag,scorch
karag,score
bivek,scorn
nuhur,scour
nonus,scowl
xobak,scramble
nuwev,scrape
daxog,scratch
xumax,scrawny
resun,scream
yifev,scream (object)
fikeg,screech
vemuz,screech (object)
barin,screen (display)
yamuk,screw
putus,scribble
riyol,scribe
kexor,scrub
rehos,scrunch
yifox,scrupulous
venax,scrutinize
zemuv,scuff
xulag,sea (large body of water)
bawax,seal
sofab,seam
yezin,sear
zihuk,search
xegur,searching
dukuv,season
damur,seasonably
muhaf,seasonal
hihen,seat (place to sit)
vamav,seclude
ladus,seclusion
gezod,secret
huyev,section
fivug,secular
viseg,secure
burol,security
misob,sedate
bidem,see
fulam,seem
norom,seemly
vovef,seep
deyos,segregate (separate from each other)
xiyad,seize
senol,seldom
kirix,select
kageb,selection
kayab,selective
yevon,selectively
mabul,selfish
binid,sell
dabol,semantic
puhip,sensation
bohun,sensationalism
lolis,sense
rubar,sensitive
xuhag,sensitivity
rafis,sensitization
wanev,sensual
yavem,sensuality
nesis,sentence
kidax,sentience
zesov,separate
hemid,separation
xakid,serenade
novav,series
radim,serious
valoz,serrate
yahik,serve
nulan,server
zifik,service
huyur,settle
kazuf,settlement
zidig,sever
rohul,severe
lumed,severely
xodig,sex
sahem,sexual
gobeg,sexually
romor,shade
duvox,shadow
mamaf,shady
ruhan,shaggy
wegan,shake
xugod,shakily
subas,shallow
fumul,shallowly
doran,shame
pefat,shamefully
fizik,shape
xagos,share
gomov,sharp
manin,shatter
femar,shave
gisik,shear
kegum,shed
dunaf,sheet
bebur,shell
sinib,shelter
vorag,shield
lenod,shift
tomup,shift stuff and store
razax,shine
zoniz,shiny
xogas,ship
royeg,shiver
bagok,shock
vofaz,shock (electric)
yidug,shocking (wow)
zunix,shoo
semim,shoot
xuval,shoot (object)
kuroz,shop
gozen,shore
rudon,shortly
wexin,shoulder
yunix,shout
sular,shouting
fihor,shove
besos,shovel
tufop,show
reyov,showcase
kozis,shower
xemeg,shred
kexen,shriek
subeb,shrieking
malor,shrill
samef,shrink
dubud,shrug
zihiz,shudder
bewem,shuffle
fodos,shush
kosog,shut
zavus,shy
mayev,sick
momas,side
sepot,sieve
fehis,sift
lahab,sigh
bimub,sign
solon,signal
banad,significance
vuzef,significant
dekiz,signify
hafaf,silence
pehat,silly
wagul,similar
fahaf,similarity
sumob,simmer
kegon,simple
fiwaf,simplify
xuxim,simply
fudeb,simulate
vexol,simultaneity
yabak,simultaneous
fitop,sin
sofim,since
gorag,sing
mafon,singer
zuxin,single
givif,singularity
besod,sink
hapot,sink (pulled down from the weight of gravity)
xoyod,sip
kuked,sit
nahem,site
yomiv,situate
vuzus,situation
hofus,sizzle
dobal,sketch
kebuv,sketchy
xiven,skewer
nazoz,skid
nulin,skill
dumun,skillful
ronad,skim
tipol,skinny
xorez,skip
kozin,skulk
xixaf,sky
vifiv,slab
renad,slack
xunog,slam
feyis,slander
zevam,slap
peset,slash
vugub,slather
fetot,slaughter
foyux,slay
mixav,sleek
veked,slender
hatat,slice
kulex,slick
seref,slide
bepop,slight
zolug,slim
bulif,slime
tamat,slimy
falos,sling
demed,slink
zefuv,slip
yural,slippery
diput,slit
bidin,slither
mokig,slobber
bivux,slope
kedox,sloppily
dosol,sloppy
xavib,slosh
fibum,slouch
vokes,slow
gikas,slug (token)
pepof,slumber
kodak,slump
lebof,slur
vigal,slurp
hozuv,smack
tafep,small
masad,smaller
nitip,smart
xokor,smarten
zoyus,smartened
habib,smarter
mizeg,smartest
vafux,smartish
bofun,smartly
ruxox,smartness
yufak,smarts
yukib,smarty
xuzud,smash
gavor,smear
xukob,smell
diman,smell (object)
dodar,smelly
kafog,smile
xeked,smiling
lenum,smirk
ziduv,smite
gevad,smoke
losed,smolder
sufas,smooch
dired,smooth
kunuv,smoothly
muhab,smother
rasal,smoulder
zanag,smudge
dufin,smush
dufar,snake
yihov,snap
zidug,snappily
kafaz,snappy
femof,snare
fawek,snarl
pitin,snatch
notep,sneak
zimik,sneak (move without being noticed)
basol,sneakily
sumom,sneer
bonim,sneeze
degux,snicker
hefof,sniff
labal,snip
mihos,snipe
bukex,snitch
rikug,snob
musad,snooze
ziveb,snooze (fall asleep)
nudum,snot
bisin,snow
vubiv,snub
pebat,snuff
sihol,snug
hupip,snuggle
yehux,soak
benor,soap
gikeb,soar
dumud,soaring
kigof,soaringly
muzuz,sob
pulip,socialize
visuz,socialize aimlessly
namof,society
masud,soft
letip,software
gomeg,soggy
karek,soil
lules,solely
kesuz,solemn
gofik,solemnly
geken,solid
kalex,solitude
xizan,soluble
nuded,solve
nixeg,solvent
gayom,somber
biyeg,some
wazof,somehow
seneb,someplace
dafid,something
husad,something cheap and inferior
bumen,something wonderful
divev,sometimes
kubuz,somewhat
lozix,song
laziz,soot
kuzal,soothe
genav,soothingly
ruvuk,sophisticatedly
koneg,sore
bosaf,sorrow
kazal,sorry
lihib,sort
meraf,soul
xiyux,sound
nukek,sour
rabin,sourly
zeyux,south
loxik,southern
ramef,southwards
kizam,sow
vesek,spacetime
wares,span
fexex,spank
kuvas,spare
salef,spark
hosos,spark (object)
yolax,sparkle
hohan,sparkling
nalar,spasm
leraf,speak
zisig,speaker
kuleg,special
zeguf,specialist
zodiz,specially
vexef,specific
hamod,specification
muxax,specify
guyom,speckle
vufek,speculate
yixob,speculation
mixek,speech
tenut,speed
kukal,speedfully
zubuz,speedily
ledif,speedy
moheb,spell
lesod,spend
vonuv,spew
mopit,sphere
minob,spherical
nivox,spherically
buneb,spicily
mekez,spicy
fovev,spike
veyal,spiky
rolen,spill
muwav,spin
wevus,spinor
viduk,spiral
vuduk,spirit
hovaz,spiritually average person
suxaz,spit
gukof,spite
nurim,splash
dovok,splay
xezod,splendor
finol,splinter
honed,split
yevos,spoil
mugag,spontaneous
rebed,spoof
tatul,sport
xaxon,sportfully
rukez,sportily
dohib,spot
vegom,sprawl
nerad,spray
gafix,spread
nuhad,spring
punut,sprinkle
sozuz,sprint
degok,sprout
dizoz,spur
meyom,spurious
gufix,spy
lodos,squash
nehab,squat
vurev,squawk
wemaz,squeak
yurod,squeal
xibav,squeeze
mumod,squint
niyus,squirm
