tune,english
degiga,snipe (bird)
wevreba,snowcock (bird)
lehusta,songlark (bird)
zizula,sora (bird)
yozusta,spadebill (bird)
vrifeqa,sparrow (bird)
biprisa,sparrowhawk (bird)
badurpa,spinebill (bird)
faharda,spinetail (bird)
zanduga,spinifexbird (bird)
guxoska,spoonbill (bird)
puleta,spurfowl (bird)
pliveza,starling (bird)
txoqeqa,stilt (bird)
vruboza,stitchbird (bird)
hasnura,stonechat (bird)
zawunda,stork (bird)
sminana,streamertail (bird)
yortina,sugarbird (bird)
mafosa,sunbird (bird)
wevaska,sunbittern (bird)
hugrixa,sungrebe (bird)
trakofa,swallow (bird)
gloziza,swamphen (bird)
weskuva,swan (bird)
logleda,swift (bird)
snobena,swiftlet (bird)
mesesta,sylph (bird)
kegzixa,tailorbird (bird)
kizdiqa,takahē (bird)
xogreba,tanager (bird)
rulospa,tapaculo (bird)
razduna,tattler (bird)
dazdada,tchagra (bird)
kofrika,teal (bird)
glubida,tern (bird)
foroska,thornbill (bird)
faprema,thrasher (bird)
lewoqka,throat (bird)
xogroma,thrush (bird)
gosloqa,tinamou (bird)
graqefa,tinkerbird (bird)
kriqafa,tit (bird)
yozdaga,titmouse (bird)
sedefka,tody (bird)
vuvraba,topaz (bird)
fultima,toucan (bird)
xikorda,toucanet (bird)
dibada,towhee (bird)
poslota,tragopan (bird)
kemzoqa,trainbearer (bird)
snorasa,treecreeper (bird)
tribiva,trembler (bird)
zeprega,triller (bird)
yogriba,trogon (bird)
zubreka,tropicbird (bird)
wovarpa,trumpeter (bird)
mipruda,tui (bird)
bridosa,turaco (bird)
wabliga,turkey (bird)
hunirpa,twinspot (bird)
kisrika,tyrannulet (bird)
twirina,tyrant (bird)
witrona,umbrellabird (bird)
kivrida,ustard (bird)
snokeva,vanga (bird)
risufa,verdin (bird)
roneqka,vireo (bird)
xuskaka,vulture (bird)
pupufta,wagtail (bird)
lusmifa,wallcreeper (bird)
bestama,warbler (bird)
huslefa,waterthrush (bird)
yislaxa,wattle-eye (bird)
branena,wattlebird (bird)
fubloda,waxbill (bird)
halzoda,waxwing (bird)
feprena,weaver (bird)
sovreka,weebill (bird)
dispusa,wheatear (bird)
txonena,whimbrel (bird)
xugesa,whipbird (bird)
xarika,whistler (bird)
zemzaga,white-eye (bird)
sromema,whiteface (bird)
smurefa,whydah (bird)
durposa,widow (bird)
nurdira,widowbird (bird)
slugaka,wigeon (bird)
muhuba,winter (bird)
friviqa,woodcock (bird)
gawena,woodcreeper (bird)
naslama,woodnymph (bird)
buslada,woodpecker (bird)
nenzuna,woodswallow (bird)
xazdaga,wren (bird)
grufuva,wrenthrush (bird)
xogirpa,wrentit (bird)
darula,wrybill (bird)
gaftixa,wryneck (bird)
hafkama,xenops (bird)
xahava,yellowhammer (bird)
hahima,yellowlegs (bird)
fovraqa,yellownape (bird)
zuglaga,yellowthroat (bird)
redana,yuhina (bird)
hizdoda,shell (mollusk)
rifirpa,cockle (mollusk)
wasaka,clam (mollusk)
ludospa,geoduck (mollusk)
vrizada,mussel (mollusk)
vawalta,oyster (mollusk)
pigzupa,piddock (mollusk)
yahega,quahog (mollusk)
meblisa,scallop (mollusk)
kuspiza,shipworm (mollusk)
benzufa,cuttlefish (mollusk)
klefiza,nautili (mollusk)
twedala,octopus (mollusk)
haftesa,squid (mollusk)
fibroma,opisthobranch (mollusk)
redraba,bubble shell (mollusk)
zesika,nudibranch (mollusk)
luhirda,pteropod (mollusk)
fubuspa,sea hare (mollusk)
rofkima,prosobranch (mollusk)
miyexa,abalone (mollusk)
tweniba,conch (mollusk)
tunzeta,cowry (mollusk)
muveka,snail (mollusk)
debulpa,limpet (mollusk)
gistexa,murex (mollusk)
pituska,periwinkle (mollusk)
xuburta,turritellid (mollusk)
vrozena,volute (mollusk)
plaqaqa,wentletrap (mollusk)
riborda,whelk (mollusk)
dreqoza,pulmonate (mollusk)
gofreza,chiton (mollusk)
rakruva,bivalve (mollusk)
godiga,cephalopod (mollusk)
mazuza,gastropod (mollusk)
lewofka,slug (mollusk)
gequlta,salamander (amphibian)
bidirpa,frog (amphibian)
luprana,newt (amphibian)
zuyona,axolotl (amphibian)
koyiska,hellbender (amphibian)
rasrisa,caecilian (amphibian)
nohitxa,mudpuppy (amphibian)
gaklosa,turtle (reptile)
voxofka,tortoise (reptile)
hafena,agama (reptile)
zesrava,iguana (reptile)
slinuma,lizard (reptile)
flobuda,iguanid (reptile)
trexada,anole (reptile)
brazeza,gecko (reptile)
xofika,whiptail (reptile)
nufrufa,tegu (reptile)
flinuda,lacertid (reptile)
difina,skink (reptile)
klulaxa,gila monster (reptile)
susleda,snake (reptile)
fofkoba,boa (reptile)
ralurpa,anaconda (reptile)
sneguxa,cobra (reptile)
zevifka,python (reptile)
yiskiga,viper (reptile)
zagreba,crocodile (reptile)
waratxa,alligator (reptile)
saqkada,gharial (reptile)
gunzaqa,aardvark (mammal)
woblaqa,agouti (mammal)
hixiga,alpaca (mammal)
vagluza,anteater (mammal)
flafoda,antelope (mammal)
pupima,armadillo (mammal)
pifipa,baboon (mammal)
dronora,badger (mammal)
parputa,bandicoot (mammal)
risula,bat (mammal)
goplexa,bear (mammal)
slulasa,beaver (mammal)
tufrota,bilby (mammal)
kefliga,binturong (mammal)
nosusa,bison (mammal)
drixoka,bobcat (mammal)
spikoxa,bongo (mammal)
linospa,bonobo (mammal)
pasmota,buffalo (mammal)
sovoza,bull (mammal)
fehefa,bushbaby (mammal)
haspuba,camel (mammal)
zoftava,capybara (mammal)
kospoka,caracal (mammal)
wevruna,caribou (mammal)
kufruva,cat (mammal)
gigleva,cheetah (mammal)
govura,chimpanzee (mammal)
dendina,chinchilla (mammal)
homdura,chipmunk (mammal)
bahirta,civet (mammal)
rinena,coati (mammal)
rastosa,colugo (mammal)
sazdida,cougar (mammal)
xestava,cow (mammal)
yukalpa,coyote (mammal)
lowaka,coypu (mammal)
spevika,dalmatian (mammal)
danzuma,deer (mammal)
fiyarda,dhole (mammal)
sehifta,dingo (mammal)
riklaqa,dog (mammal)
srizoga,dolphin (mammal)
slubefa,donkey (mammal)
yoxosta,dromedary (mammal)
zugloqa,dugong (mammal)
fribeba,echidna (mammal)
voskuxa,eland (mammal)
yebroxa,elephant (mammal)
sinaqka,elk (mammal)
lorpaba,ermine (mammal)
dagova,ferret (mammal)
fiftafa,fossa (mammal)
henzoda,fox (mammal)
trameza,gazelle (mammal)
floduba,gerbil (mammal)
zobroga,gibbon (mammal)
nasufa,giraffe (mammal)
wifkiva,gnu (mammal)
txixoka,goat (mammal)
husmama,gopher (mammal)
sezdesa,gorilla (mammal)
nusnosa,groundhog (mammal)
desirpa,guanaco (mammal)
brovuxa,hamster (mammal)
txefana,hare (mammal)
sublina,hedgehog (mammal)
bezdara,hippo (mammal)
kuzufta,horse (mammal)
hudespa,hyena (mammal)
vurtula,hyrax (mammal)
truveda,ibex (mammal)
budaska,impala (mammal)
klovusa,jackal (mammal)
xukeqka,jaguar (mammal)
biflala,javelina (mammal)
gredeza,kangaroo (mammal)
diglama,karakul (mammal)
niratxa,kinkajou (mammal)
muyova,koala (mammal)
yetxuva,kudu (mammal)
xekuba,lemming (mammal)
laklixa,lemur (mammal)
fasofta,leopard (mammal)
vefeva,lion (mammal)
biprasa,llama (mammal)
zezoqka,longhorn (mammal)
prusafa,loris (mammal)
ramzina,lynx (mammal)
fitxora,macaque (mammal)
kisrova,manatee (mammal)
woflaka,mandrill (mammal)
vahiga,marmoset (mammal)
vrumuga,marmot (mammal)
vrukisa,meerkat (mammal)
wagleva,mole (mammal)
hedruna,monkey (mammal)
nisesa,moose (mammal)
runenda,mouse (mammal)
gefroqa,muskrat (mammal)
sasalpa,narwhal (mammal)
kevrula,numbat (mammal)
floxoga,nutria (mammal)
luslina,ocelot (mammal)
weftiza,okapi (mammal)
griqara,onager (mammal)
yekinda,opossum (mammal)
rinala,orangutan (mammal)
fedama,orca (mammal)
fuzdaba,oryx (mammal)
klixena,otter (mammal)
roblora,ox (mammal)
gladesa,panda (mammal)
geftega,pangolin (mammal)
txizexa,panther (mammal)
smusuna,peccary (mammal)
bradama,pig (mammal)
glufasa,pika (mammal)
yesmaxa,porcupine (mammal)
wokrona,porpoise (mammal)
hoqkasa,puma (mammal)
xultiva,quokka (mammal)
twenafa,quoll (mammal)
txiqiqa,rabbit (mammal)
glogeqa,raccoon (mammal)
xurzuqa,ram (mammal)
brisona,rat (mammal)
xigluza,reindeer (mammal)
xundika,rhinoceros (mammal)
zodika,seal (mammal)
ranosta,sheep (mammal)
brodana,siamang (mammal)
twefefa,skunk (mammal)
vuqofka,sloth (mammal)
fugreqa,squirrel (mammal)
wabrika,tamandua (mammal)
zoqespa,tamarin (mammal)
zuxisa,tiger (mammal)
rusrofa,vicuna (mammal)
mimirda,wallaby (mammal)
visnika,walrus (mammal)
henafka,warthog (mammal)
zurtuda,weasel (mammal)
pubrepa,whale (mammal)
zayuqka,wildebeest (mammal)
subira,wolf (mammal)
drozeqa,wombat (mammal)
yafraxa,woodchuck (mammal)
slodada,yak (mammal)
smoziva,zebra (mammal)
sagoga,shrimp (crustacean)
neblena,amphipod (crustacean)
mamesa,gammarid (crustacean)
kegresa,decapod (crustacean)
mihosa,crab (crustacean)
klobexa,crayfish (crustacean)
spavixa,lobster (crustacean)
fasleba,scampi (crustacean)
wipraqa,krill (crustacean)
txabeda,isopod (crustacean)
zuvisa,sow bug (crustacean)
rusmusa,gribble (crustacean)
vivrifa,tanaid (crustacean)
hokloga,copepod (crustacean)
bibesa,barnacle (crustacean)
sohalta,worm (animal)
gobriva,larvae (animal)
renzun,kitten (animal)
lomdid,hawk (animal)
fraxuz,seagull (animal)
kogorp,ostrich (animal)
zotxix,hippopotamus (animal)
murtiv,starfish (animal)
grogad,jellyfish (animal)
gamzuv,starfish (animal)
zotxax,boar (animal)
runzam,cassowary (animal)
sridin,cattle (animal)
bafkab,chamois (animal)
flumer,crane (animal)
kigeqk,dinosaur (animal)
snuqig,fisher (animal)
harpan,gaur (animal)
vikeqk,genet (animal)
bistus,goldfinch (animal)
meftem,goosander (animal)
riplar,hawk (animal)
nowag,human (animal)
snevuv,jerboa (animal)
snubom,kodkod (animal)
lugzum,kouprey (animal)
xoqisp,langur (animal)
nister,lechwe (animal)
boloqk,louse (animal)
smufub,mammoth (animal)
fuvrav,margay (animal)
nibred,mink (animal)
patom,mongoose (animal)
linord,mosquito (animal)
nonzem,nilgai (animal)
loxort,oncilla (animal)
sedetx,ostrich (animal)
tinzot,peafowl (animal)
dromol,pony (animal)
flupet,ramalso (animal)
lurpef,saki (animal)
trugen,sassaby (animal)
suholt,serval (animal)
hiskol,shrew (animal)
yavol,skipper (animal)
lofund,tapir (animal)
zamuk,tarsier (animal)
moplir,topi (animal)
yavras,vinegaroon (animal)
favruv,wolverine (animal)
sloref,lamb
xuvrum,kidney
